ID,NOM,NOM_M,INSEE_COM,STATUT,POPULATION,INSEE_CAN,INSEE_ARR,INSEE_DEP,INSEE_REG,SIREN_EPCI
COMMUNE_0000000009741092,Plogoff,PLOGOFF,29168,Commune simple,1201,10,4,29,53,242900629
COMMUNE_0000000009743021,Pleucadeuc,PLEUCADEUC,56159,Commune simple,1835,10,3,56,53,200066785
COMMUNE_0000000009744045,Larmor-Baden,LARMOR-BADEN,56106,Commune simple,865,20,3,56,53,200067932
COMMUNE_0000000009739855,Marcillé-Raoul,MARCILLE-RAOUL,35164,Commune simple,725,01,1,35,53,200070688
COMMUNE_0000000009741424,Plumieux,PLUMIEUX,22241,Commune simple,1025,09,4,22,53,200067460
COMMUNE_0000000009737674,Bringolo,BRINGOLO,22019,Commune simple,503,15,2,22,53,200069086
COMMUNE_0000000009737229,Plouégat-Guérand,PLOUEGAT-GUERAND,29182,Commune simple,1060,20,3,29,53,242900835
COMMUNE_0000000009740696,Sainte-Brigitte,SAINTE-BRIGITTE,56209,Commune simple,181,02,2,56,53,245614433
COMMUNE_0000000009739896,Maël-Carhaix,MAEL-CARHAIX,22137,Commune simple,1463,23,2,22,53,242200715
COMMUNE_0000000009737225,Plufur,PLUFUR,22238,Commune simple,533,20,3,22,53,200065928
COMMUNE_0000000009739849,Vieux-Vy-sur-Couesnon,VIEUX-VY-SUR-COUESNON,35355,Commune simple,1273,01,3,35,53,243500667
COMMUNE_0000000009737709,Tréouergat,TREOUERGAT,29299,Commune simple,327,27,1,29,53,242900074
COMMUNE_0000000009737234,Henvic,HENVIC,29079,Commune simple,1210,17,3,29,53,242900835
COMMUNE_0000000009739469,Trébry,TREBRY,22345,Commune simple,801,16,4,22,53,200069391
COMMUNE_0000000009737222,Pluzunet,PLUZUNET,22245,Commune simple,952,01,3,22,53,200065928
COMMUNE_0000000009740306,Motreff,MOTREFF,29152,Commune simple,704,07,2,29,53,242900744
COMMUNE_0000000009737202,Plévenon,PLEVENON,22201,Commune simple,754,17,1,22,53,200068989
COMMUNE_0000000009742065,Inguiniel,INGUINIEL,56089,Commune simple,2191,05,1,56,53,200042174
COMMUNE_0000000009743709,Vannes,VANNES,56260,Préfecture,54420,99,3,56,53,200067932
COMMUNE_0000000009737710,Plouguin,PLOUGUIN,29196,Commune simple,2204,18,1,29,53,242900553
COMMUNE_0000000009740293,Grâce-Uzel,GRACE-UZEL,22068,Commune simple,429,10,4,22,53,200067460
COMMUNE_0000000009740294,Le Quillio,LE QUILLIO,22260,Commune simple,579,10,4,22,53,200067460
COMMUNE_0000000009741418,Saint-Brieuc-de-Mauron,SAINT-BRIEUC-DE-MAURON,56208,Commune simple,297,13,2,56,53,200066777
COMMUNE_0000000009738516,La Boussac,LA BOUSSAC,35034,Commune simple,1228,07,4,35,53,200070670
COMMUNE_0000000009738992,Saint-Méloir-des-Bois,SAINT-MELOIR-DES-BOIS,22317,Commune simple,270,14,1,22,53,200068989
COMMUNE_0000000009737659,Saint-Jacut-de-la-Mer,SAINT-JACUT-DE-LA-MER,22302,Commune simple,910,14,1,22,53,200068989
COMMUNE_0000000009739863,Saint-Thual,SAINT-THUAL,35318,Commune simple,977,06,4,35,53,243500733
COMMUNE_0000000009743710,Ploeren,PLOEREN,56164,Commune simple,6699,20,3,56,53,200067932
COMMUNE_0000000009741086,Plouhinec,PLOUHINEC,29197,Commune simple,3932,10,4,29,53,242900629
COMMUNE_0000000009740315,Ploéven,PLOEVEN,29166,Commune simple,518,09,2,29,53,200067247
COMMUNE_0000000009741750,Saint-Péran,SAINT-PERAN,35305,Commune simple,414,16,3,35,53,243500618
COMMUNE_0000000009739010,Le Fœil,LE FŒIL,22059,Commune simple,1394,15,4,22,53,200069409
COMMUNE_0000000009739001,Quessoy,QUESSOY,22258,Commune simple,3891,13,4,22,53,200069391
COMMUNE_0000000009742361,Guer,GUER,56075,Commune simple,6068,04,3,56,53,200066785
COMMUNE_0000000009739028,Brennilis,BRENNILIS,29018,Commune simple,440,07,2,29,53,200067197
COMMUNE_0000000009742362,Augan,AUGAN,56006,Commune simple,1513,04,3,56,53,200066785
COMMUNE_0000000009742030,Vergéal,VERGEAL,35350,Commune simple,805,10,1,35,53,200039022
COMMUNE_0000000009739497,Lannédern,LANNEDERN,29115,Commune simple,311,06,2,29,53,200067247
COMMUNE_0000000009744939,Île-d'Houat,ILE-D'HOUAT,56086,Commune simple,216,17,1,56,53,200043123
COMMUNE_0000000009742386,Baye,BAYE,29005,Commune simple,1325,25,4,29,53,242900694
COMMUNE_0000000009737680,Tréglamus,TREGLAMUS,22354,Commune simple,1105,03,2,22,53,200067981
COMMUNE_0000000009736738,Ploëzal,PLOEZAL,22204,Commune simple,1224,01,2,22,53,200067981
COMMUNE_0000000009736762,Plounévez-Lochrist,PLOUNEVEZ-LOCHRIST,29206,Commune simple,2289,26,3,29,53,200067072
COMMUNE_0000000009741749,Monterfil,MONTERFIL,35187,Commune simple,1338,16,3,35,53,243500618
COMMUNE_0000000009742349,Brie,BRIE,35041,Commune simple,1010,12,1,35,53,243500634
COMMUNE_0000000009742039,Saint-Erblon,SAINT-ERBLON,35266,Commune simple,3466,12,3,35,53,243500139
COMMUNE_0000000009739002,Pommeret,POMMERET,22246,Commune simple,2121,06,4,22,53,200069391
COMMUNE_0000000009738156,Plouarzel,PLOUARZEL,29177,Commune simple,3942,27,1,29,53,242900074
COMMUNE_0000000009739502,Rosnoën,ROSNOEN,29240,Commune simple,974,21,2,29,53,200066868
COMMUNE_0000000009739447,Meillac,MEILLAC,35172,Commune simple,1955,06,4,35,53,243500733
COMMUNE_0000000009739025,Carnoët,CARNOET,22031,Commune simple,658,03,2,22,53,200067981
COMMUNE_0000000009742382,Pont-Scorff,PONT-SCORFF,56179,Commune simple,3965,05,1,56,53,200042174
COMMUNE_0000000009737669,Pordic,PORDIC,22251,Commune simple,7316,18,4,22,53,200069409
COMMUNE_0000000009741032,Val-d'Izé,VAL-D'IZE,35347,Commune simple,2591,27,1,35,53,200039022
COMMUNE_0000000009742697,Caro,CARO,56035,Commune simple,1138,10,3,56,53,200066785
COMMUNE_0000000009742027,Argentré-du-Plessis,ARGENTRE-DU-PLESSIS,35006,Commune simple,4549,10,1,35,53,200039022
COMMUNE_0000000009738142,Ploudiry,PLOUDIRY,29180,Commune simple,887,21,1,29,53,242900801
COMMUNE_0000000009740260,Andouillé-Neuville,ANDOUILLE-NEUVILLE,35003,Commune simple,995,01,3,35,53,243500667
COMMUNE_0000000009737207,Pludual,PLUDUAL,22236,Commune simple,730,22,2,22,53,200069086
COMMUNE_0000000009737703,Plounéventer,PLOUNEVENTER,29204,Commune simple,2173,14,3,29,53,242900751
COMMUNE_0000000009736727,Plouha,PLOUHA,22222,Commune simple,4596,22,2,22,53,200069086
COMMUNE_0000000009743363,Locoal-Mendon,LOCOAL-MENDON,56119,Commune simple,3507,17,1,56,53,200043123
COMMUNE_0000000009740280,Plumaugat,PLUMAUGAT,22240,Commune simple,1130,02,1,22,53,200068989
COMMUNE_0000000009738974,Lourmais,LOURMAIS,35159,Commune simple,329,06,4,35,53,243500733
COMMUNE_0000000009736263,Santec,SANTEC,29273,Commune simple,2400,26,3,29,53,200067072
COMMUNE_0000000009740264,Vignoc,VIGNOC,35356,Commune simple,2202,14,3,35,53,243500667
COMMUNE_0000000009743020,Saint-Marcel,SAINT-MARCEL,56228,Commune simple,1127,10,3,56,53,200066785
COMMUNE_0000002275578376,Saint-Gérand-Croixanvec,SAINT-GERAND-CROIXANVEC,56213,Commune simple,1312,15,2,56,53,245614433
COMMUNE_0000000009739869,Saint-Maden,SAINT-MADEN,22312,Commune simple,221,02,1,22,53,200068989
COMMUNE_0000000009742048,Saint-Malo-de-Beignon,SAINT-MALO-DE-BEIGNON,56226,Commune simple,543,04,3,56,53,200066785
COMMUNE_0000000009743336,La Dominelais,LA DOMINELAIS,35098,Commune simple,1403,02,2,35,53,200070662
COMMUNE_0000000009741444,Scaër,SCAER,29274,Commune simple,5223,16,4,29,53,242900694
COMMUNE_0000000009743692,Grand-Fougeray,GRAND-FOUGERAY,35124,Commune simple,2462,02,2,35,53,200070662
COMMUNE_0000000009740266,Guipel,GUIPEL,35128,Commune simple,1732,14,3,35,53,243500667
COMMUNE_0000000009741085,Pont-Croix,PONT-CROIX,29218,Commune simple,1600,10,4,29,53,242900629
COMMUNE_0000000009737240,Plouzévédé,PLOUZEVEDE,29213,Commune simple,1815,14,3,29,53,242900751
COMMUNE_0000000009735245,Plougrescant,PLOUGRESCANT,22218,Commune simple,1153,27,3,22,53,200065928
COMMUNE_0000000009740654,Livré-sur-Changeon,LIVRE-SUR-CHANGEON,35154,Commune simple,1728,08,3,35,53,243500774
COMMUNE_0000000009742338,Moutiers,MOUTIERS,35200,Commune simple,910,10,1,35,53,200039022
COMMUNE_0000000009735730,Pleumeur-Gautier,PLEUMEUR-GAUTIER,22199,Commune simple,1185,27,3,22,53,200065928
COMMUNE_0000000009742028,Saint-Germain-du-Pinel,SAINT-GERMAIN-DU-PINEL,35272,Commune simple,987,10,1,35,53,200039022
COMMUNE_0000000009739449,Évran,EVRAN,22056,Commune simple,1794,08,1,22,53,200068989
COMMUNE_0000000009737242,Lanhouarneau,LANHOUARNEAU,29111,Commune simple,1305,26,3,29,53,200067072
COMMUNE_0000000009740303,Paule,PAULE,22163,Commune simple,679,23,2,22,53,242200715
COMMUNE_0000000009737224,Plouaret,PLOUARET,22207,Commune simple,2206,20,3,22,53,200065928
COMMUNE_0000000009737231,Morlaix,MORLAIX,29151,Sous-préfecture,14903,17,3,29,53,242900835
COMMUNE_0000000009743358,Plescop,PLESCOP,56158,Commune simple,6225,20,3,56,53,200067932
COMMUNE_0000000009743347,Les Fougerêts,LES FOUGERETS,56060,Commune simple,948,04,3,56,53,243500741
COMMUNE_0000000009743708,Theix-Noyalo,THEIX-NOYALO,56251,Commune simple,8403,18,3,56,53,200067932
COMMUNE_0000000009736765,Goulven,GOULVEN,29064,Commune simple,445,15,1,29,53,242900793
COMMUNE_0000000009741045,Parthenay-de-Bretagne,PARTHENAY-DE-BRETAGNE,35216,Commune simple,1793,14,3,35,53,243500139
COMMUNE_0000000009742070,Tréméven,TREMEVEN,29297,Commune simple,2353,25,4,29,53,242900694
COMMUNE_0000000009737216,Squiffiec,SQUIFFIEC,22338,Commune simple,756,01,2,22,53,200067981
COMMUNE_0000000009739006,Plaine-Haute,PLAINE-HAUTE,22170,Commune simple,1684,15,4,22,53,200069409
COMMUNE_0000000009739446,Pleugueneuc,PLEUGUENEUC,35226,Commune simple,2018,06,4,35,53,243500733
COMMUNE_0000000009742703,Plumelec,PLUMELEC,56172,Commune simple,2714,10,2,56,53,200096683
COMMUNE_0000000009742076,Pleuven,PLEUVEN,29161,Commune simple,3247,11,4,29,53,242900660
COMMUNE_0000002200276527,Plouigneau,PLOUIGNEAU,29199,Commune simple,5057,20,3,29,53,242900835
COMMUNE_0000000009736728,Lanloup,LANLOUP,22109,Commune simple,237,11,2,22,53,200067981
COMMUNE_0000000009742676,Tresbœuf,TRESBŒUF,35343,Commune simple,1236,02,2,35,53,200070662
COMMUNE_0000000009736771,Landéda,LANDEDA,29101,Commune simple,3654,18,1,29,53,242900553
COMMUNE_0000000009736259,Lanmérin,LANMERIN,22110,Commune simple,582,27,3,22,53,200065928
COMMUNE_0000000009739012,Saint-Gildas,SAINT-GILDAS,22291,Commune simple,244,15,4,22,53,200069409
COMMUNE_0000000009742372,Saint-Allouestre,SAINT-ALLOUESTRE,56204,Commune simple,625,10,2,56,53,200096683
COMMUNE_0000000009738140,Lampaul-Guimiliau,LAMPAUL-GUIMILIAU,29097,Commune simple,2009,14,3,29,53,242900751
COMMUNE_0000000009736246,Troguéry,TROGUERY,22383,Commune simple,211,27,3,22,53,200065928
COMMUNE_0000000009742055,La Croix-Helléan,LA CROIX-HELLEAN,56050,Commune simple,870,13,2,56,53,200066777
COMMUNE_0000000009744362,Marzan,MARZAN,56126,Commune simple,2539,11,3,56,53,200027027
COMMUNE_0000000009741764,Saint-Thuriau,SAINT-THURIAU,56237,Commune simple,1875,15,2,56,53,245614433
COMMUNE_0000000009744050,Locmariaquer,LOCMARIAQUER,56116,Commune simple,1557,01,1,56,53,200043123
COMMUNE_0000000009741052,Saint-Maugan,SAINT-MAUGAN,35295,Commune simple,530,15,3,35,53,200038990
COMMUNE_0000000009743028,Locmaria-Grand-Champ,LOCMARIA-GRAND-CHAMP,56115,Commune simple,1811,03,3,56,53,200067932
COMMUNE_0000000009742066,Plouay,PLOUAY,56166,Commune simple,5784,05,1,56,53,200042174
COMMUNE_0000000009741726,Mondevert,MONDEVERT,35183,Commune simple,811,27,1,35,53,200039022
COMMUNE_0000000009741039,Saint-Grégoire,SAINT-GREGOIRE,35278,Commune simple,9837,03,3,35,53,243500139
COMMUNE_0000000009741773,Saint-Thurien,SAINT-THURIEN,29269,Commune simple,1016,25,4,29,53,242900694
COMMUNE_0000000009737206,Pléguien,PLEGUIEN,22177,Commune simple,1412,22,2,22,53,200069086
COMMUNE_0000000009741741,Chartres-de-Bretagne,CHARTRES-DE-BRETAGNE,35066,Commune simple,8237,04,3,35,53,243500139
COMMUNE_0000000009737673,Goudelin,GOUDELIN,22065,Commune simple,1720,05,2,22,53,200069086
COMMUNE_0000000009744036,Limerzel,LIMERZEL,56111,Commune simple,1307,16,3,56,53,245614383
COMMUNE_0000000009741451,Landudec,LANDUDEC,29108,Commune simple,1495,19,4,29,53,242900710
COMMUNE_0000000009740650,Mecé,MECE,35170,Commune simple,608,27,1,35,53,200039022
COMMUNE_0000000009741423,Saint-Étienne-du-Gué-de-l'Isle,SAINT-ETIENNE-DU-GUE-DE-L'ISLE,22288,Commune simple,365,09,4,22,53,200067460
COMMUNE_0000000009739844,Le Tiercent,LE TIERCENT,35336,Commune simple,189,01,1,35,53,200070688
COMMUNE_0000000009738525,Pleudihen-sur-Rance,PLEUDIHEN-SUR-RANCE,22197,Commune simple,3025,08,1,22,53,200068989
COMMUNE_0000000009737707,Coat-Méal,COAT-MEAL,29035,Commune simple,1131,18,1,29,53,242900553
COMMUNE_0000000009741781,Plonéour-Lanvern,PLONEOUR-LANVERN,29174,Commune simple,6347,19,4,29,53,242900710
COMMUNE_0000000009738558,Saint-Péver,SAINT-PEVER,22322,Commune simple,380,15,2,22,53,200069086
COMMUNE_0000000009738553,Plouvara,PLOUVARA,22234,Commune simple,1154,15,2,22,53,200069086
COMMUNE_0000000009743370,Gâvres,GAVRES,56062,Commune simple,680,14,1,56,53,200042174
COMMUNE_0000000009742385,Riec-sur-Bélon,RIEC-SUR-BELON,29236,Commune simple,4307,16,4,29,53,242900694
COMMUNE_0000000009739440,Rimou,RIMOU,35242,Commune simple,348,01,1,35,53,200070688
COMMUNE_0000000009738585,Plouzané,PLOUZANE,29212,Commune simple,13473,03,1,29,53,242900314
COMMUNE_0000000009741064,Kergrist,KERGRIST,56093,Commune simple,715,02,2,56,53,245614433
COMMUNE_0000000009742377,La Chapelle-Neuve,LA CHAPELLE-NEUVE,56039,Commune simple,989,03,2,56,53,200096675
COMMUNE_0000000009740667,Langouet,LANGOUET,35146,Commune simple,617,14,3,35,53,243500667
COMMUNE_0000000009738102,Pleurtuit,PLEURTUIT,35228,Commune simple,6953,26,4,35,53,243500725
COMMUNE_0000000009738548,Trégueux,TREGUEUX,22360,Commune simple,8450,26,4,22,53,200069409
COMMUNE_0000000009741771,Meslan,MESLAN,56131,Commune simple,1456,02,2,56,53,245614417
COMMUNE_0000000009743031,Pluvigner,PLUVIGNER,56177,Commune simple,7651,14,1,56,53,200043123
COMMUNE_0000000009743700,Saint-Jacut-les-Pins,SAINT-JACUT-LES-PINS,56221,Commune simple,1734,04,3,56,53,243500741
COMMUNE_0000000009737201,Saint-Coulomb,SAINT-COULOMB,35263,Commune simple,2920,25,4,35,53,243500782
COMMUNE_0000000009741398,Cesson-Sévigné,CESSON-SEVIGNE,35051,Commune simple,17716,03,3,35,53,243500139
COMMUNE_0000000009742383,Rédené,REDENE,29234,Commune simple,2955,25,4,29,53,242900694
COMMUNE_0000000009740299,Gouarec,GOUAREC,22064,Commune simple,957,23,2,22,53,242200715
COMMUNE_0000000009740643,Princé,PRINCE,35232,Commune simple,399,27,1,35,53,200039022
COMMUNE_0000000009738996,Plestan,PLESTAN,22193,Commune simple,1640,16,4,22,53,200069391
COMMUNE_0000000009737691,Plourin-lès-Morlaix,PLOURIN-LES-MORLAIX,29207,Commune simple,4510,20,3,29,53,242900835
COMMUNE_0000000009739485,Trémargat,TREMARGAT,22365,Commune simple,176,23,2,22,53,242200715
COMMUNE_0000000009741417,Gaël,GAEL,35117,Commune simple,1619,15,3,35,53,200038990
COMMUNE_0000000009738549,Langueux,LANGUEUX,22106,Commune simple,7886,26,4,22,53,200069409
COMMUNE_0000000009739850,Saint-Christophe-de-Valains,SAINT-CHRISTOPHE-DE-VALAINS,35261,Commune simple,234,08,1,35,53,200072452
COMMUNE_0000000009736756,Plouezoc'h,PLOUEZOC'H,29186,Commune simple,1630,20,3,29,53,242900835
COMMUNE_0000000009741746,Saint-Thurial,SAINT-THURIAL,35319,Commune simple,2152,16,3,35,53,243500618
COMMUNE_0000000009739491,Trébrivan,TREBRIVAN,22344,Commune simple,759,23,2,22,53,242200715
COMMUNE_0000000009744042,Séné,SENE,56243,Commune simple,8944,18,3,56,53,200067932
COMMUNE_0000000009739906,Saint-Ségal,SAINT-SEGAL,29263,Commune simple,1140,21,2,29,53,200067247
COMMUNE_0000000009739023,Plusquellec,PLUSQUELLEC,22243,Commune simple,553,03,2,22,53,200067981
COMMUNE_0000000009739892,Saint-Igeaux,SAINT-IGEAUX,22334,Commune simple,124,23,2,22,53,242200715
COMMUNE_0000000009739494,Plouyé,PLOUYE,29211,Commune simple,652,07,2,29,53,200067197
COMMUNE_0000000009739908,Trégarvan,TREGARVAN,29289,Commune simple,119,09,2,29,53,200067247
COMMUNE_0000000009743012,Sixt-sur-Aff,SIXT-SUR-AFF,35328,Commune simple,2163,17,2,35,53,243500741
COMMUNE_0000000009742344,Boistrudan,BOISTRUDAN,35028,Commune simple,724,05,1,35,53,243500634
COMMUNE_0000000009737684,Louargat,LOUARGAT,22135,Commune simple,2338,03,2,22,53,200067981
COMMUNE_0000000009738990,Plélan-le-Petit,PLELAN-LE-PETIT,22180,Commune simple,1933,14,1,22,53,200068989
COMMUNE_0000000009742345,Le Theil-de-Bretagne,LE THEIL-DE-BRETAGNE,35333,Commune simple,1710,10,1,35,53,243500634
COMMUNE_0000000009739029,Berrien,BERRIEN,29007,Commune simple,898,07,2,29,53,200067197
COMMUNE_0000000009743697,Redon,REDON,35236,Sous-préfecture,9312,17,2,35,53,243500741
COMMUNE_0000000009742373,Bignan,BIGNAN,56017,Commune simple,2745,10,2,56,53,200096683
COMMUNE_0000000009742083,Pont-l'Abbé,PONT-L'ABBE,29220,Commune simple,8395,22,4,29,53,242900702
COMMUNE_0000000009739484,Saint-Nicolas-du-Pélem,SAINT-NICOLAS-DU-PELEM,22321,Commune simple,1548,23,2,22,53,242200715
COMMUNE_0000000009741412,Bléruais,BLERUAIS,35026,Commune simple,99,15,3,35,53,200038990
COMMUNE_0000000009738587,Saint-Renan,SAINT-RENAN,29260,Commune simple,8358,27,1,29,53,242900074
COMMUNE_0000000009742366,Saint-Servant,SAINT-SERVANT,56236,Commune simple,795,13,2,56,53,200066777
COMMUNE_0000000009739898,Le Moustoir,LE MOUSTOIR,22157,Commune simple,663,23,2,22,53,242900744
COMMUNE_0000000009738564,Plougonver,PLOUGONVER,22216,Commune simple,754,03,2,22,53,200067981
COMMUNE_0000000009740307,Spézet,SPEZET,29278,Commune simple,1748,07,2,29,53,242900561
COMMUNE_0000000009743362,Brech,BRECH,56023,Commune simple,6924,14,1,56,53,200043123
COMMUNE_0000000009738136,Pleyber-Christ,PLEYBER-CHRIST,29163,Commune simple,3186,17,3,29,53,242900835
COMMUNE_0000000009737690,Saint-Martin-des-Champs,SAINT-MARTIN-DES-CHAMPS,29254,Commune simple,4750,17,3,29,53,242900835
COMMUNE_0000000009739481,Le Haut-Corlay,LE HAUT-CORLAY,22074,Commune simple,642,10,4,22,53,200067460
COMMUNE_0000000009743357,Meucon,MEUCON,56132,Commune simple,2277,21,3,56,53,200067932
COMMUNE_0000000009741446,Elliant,ELLIANT,29049,Commune simple,3343,08,4,29,53,242900769
COMMUNE_0000000009741069,Langoëlan,LANGOELAN,56099,Commune simple,396,02,2,56,53,245614417
COMMUNE_0000000009741066,Neulliac,NEULLIAC,56146,Commune simple,1447,02,2,56,53,245614433
COMMUNE_0000000009739899,Kergloff,KERGLOFF,29089,Commune simple,859,07,2,29,53,242900744
COMMUNE_0000000009739840,Lécousse,LECOUSSE,35150,Commune simple,3322,08,1,35,53,200072452
COMMUNE_0000000009737243,Plouider,PLOUIDER,29198,Commune simple,1816,15,1,29,53,242900793
COMMUNE_0000000009738972,Trémeheuc,TREMEHEUC,35342,Commune simple,348,06,4,35,53,243500733
COMMUNE_0000000009742670,Moussé,MOUSSE,35199,Commune simple,327,10,1,35,53,200039022
COMMUNE_0000000009741421,La Trinité-Porhoët,LA TRINITE-PORHOET,56257,Commune simple,668,13,2,56,53,200066777
COMMUNE_0000000009738582,La Forest-Landerneau,LA FOREST-LANDERNEAU,29056,Commune simple,1980,13,1,29,53,242900801
COMMUNE_0000000009740296,Caurel,CAUREL,22033,Commune simple,357,10,4,22,53,200067460
COMMUNE_0000000009740310,Gouézec,GOUEZEC,29062,Commune simple,1109,06,2,29,53,200067247
COMMUNE_0000000009743029,Grand-Champ,GRAND-CHAMP,56067,Commune simple,5782,03,3,56,53,200067932
COMMUNE_0000000009737208,Trévérec,TREVEREC,22378,Commune simple,220,22,2,22,53,200069086
COMMUNE_0000000009736751,Plestin-les-Grèves,PLESTIN-LES-GREVES,22194,Commune simple,3635,20,3,22,53,200065928
COMMUNE_0000000009735731,Pleubian,PLEUBIAN,22195,Commune simple,2304,27,3,22,53,200065928
COMMUNE_0000000009741397,Brécé,BRECE,35039,Commune simple,2147,13,3,35,53,243500139
COMMUNE_0000000009737679,Guingamp,GUINGAMP,22070,Sous-préfecture,7105,05,2,22,53,200067981
COMMUNE_0000000009738571,Plounéour-Ménez,PLOUNEOUR-MENEZ,29202,Commune simple,1295,17,3,29,53,242900835
COMMUNE_0000000009743714,Crach,CRACH,56046,Commune simple,3422,01,1,56,53,200043123
COMMUNE_0000000009742340,Visseiche,VISSEICHE,35359,Commune simple,854,10,1,35,53,200039022
COMMUNE_0000000009739488,Saint-Nicodème,SAINT-NICODEME,22320,Commune simple,174,03,2,22,53,200067981
COMMUNE_0000000009741043,Clayes,CLAYES,35081,Commune simple,937,14,3,35,53,243500139
COMMUNE_0000000009736733,Le Faouët,LE FAOUET,22057,Commune simple,410,22,2,22,53,200069086
COMMUNE_0000000009740645,Saint-Christophe-des-Bois,SAINT-CHRISTOPHE-DES-BOIS,35260,Commune simple,559,27,1,35,53,200039022
COMMUNE_0000000009739451,Plesder,PLESDER,35225,Commune simple,777,06,4,35,53,243500733
COMMUNE_0000000009740269,Les Iffs,LES IFFS,35134,Commune simple,273,06,4,35,53,243500733
COMMUNE_0000000009743695,La Chapelle-de-Brain,LA CHAPELLE-DE-BRAIN,35064,Commune simple,1065,17,2,35,53,243500741
COMMUNE_0000000009738532,Languenan,LANGUENAN,22105,Commune simple,1148,14,1,22,53,200068989
COMMUNE_0000000009742679,Le Sel-de-Bretagne,LE SEL-DE-BRETAGNE,35322,Commune simple,1105,02,2,35,53,200070662
COMMUNE_0000000009739493,Plounévézel,PLOUNEVEZEL,29205,Commune simple,1163,07,2,29,53,242900744
COMMUNE_0000000009741439,Priziac,PRIZIAC,56182,Commune simple,1011,02,2,56,53,245614417
COMMUNE_0000000009744361,Nivillac,NIVILLAC,56147,Commune simple,4810,11,3,56,53,200027027
COMMUNE_0000000009737232,Locquénolé,LOCQUENOLE,29132,Commune simple,799,17,3,29,53,242900835
COMMUNE_0000000009743351,Larré,LARRE,56108,Commune simple,1092,16,3,56,53,245614383
COMMUNE_0000000009740274,Bécherel,BECHEREL,35022,Commune simple,690,15,3,35,53,243500139
COMMUNE_0000000009740282,Éréac,EREAC,22053,Commune simple,678,02,4,22,53,200069391
COMMUNE_0000000009741385,Erbrée,ERBREE,35105,Commune simple,1723,27,1,35,53,200039022
COMMUNE_0000000009737664,Plurien,PLURIEN,22242,Commune simple,1528,17,4,22,53,200069391
COMMUNE_0000000009742370,Guéhenno,GUEHENNO,56071,Commune simple,795,10,2,56,53,200096683
COMMUNE_0000000009741754,Saint-Malo-des-Trois-Fontaines,SAINT-MALO-DES-TROIS-FONTAINES,56227,Commune simple,580,13,2,56,53,200066777
COMMUNE_0000000009738975,Bonnemain,BONNEMAIN,35029,Commune simple,1527,06,4,35,53,243500733
COMMUNE_0000000009742038,Orgères,ORGERES,35208,Commune simple,5471,12,3,35,53,243500139
COMMUNE_0000000009742999,Martigné-Ferchaud,MARTIGNE-FERCHAUD,35167,Commune simple,2608,10,1,35,53,243500634
COMMUNE_0000000009741387,Vitré,VITRE,35360,Commune simple,18998,27,1,35,53,200039022
COMMUNE_0000000009742384,Quimperlé,QUIMPERLE,29233,Commune simple,12313,25,4,29,53,242900694
COMMUNE_0000000009741083,Pouldergat,POULDERGAT,29224,Commune simple,1214,10,4,29,53,242900645
COMMUNE_0000000009741088,Goulien,GOULIEN,29063,Commune simple,434,10,4,29,53,242900629
COMMUNE_0000000009739853,Sens-de-Bretagne,SENS-DE-BRETAGNE,35326,Commune simple,2597,01,3,35,53,243500667
COMMUNE_0000000009741736,Nouvoitou,NOUVOITOU,35204,Commune simple,3554,12,3,35,53,243500139
COMMUNE_0000000009743712,Le Bono,LE BONO,56262,Commune simple,2581,20,3,56,53,200067932
COMMUNE_0000000009739498,Brasparts,BRASPARTS,29016,Commune simple,1043,07,2,29,53,200067197
COMMUNE_0000000009739842,Saint-Sauveur-des-Landes,SAINT-SAUVEUR-DES-LANDES,35310,Commune simple,1551,08,1,35,53,200072452
COMMUNE_0000000009742681,La Bosse-de-Bretagne,LA BOSSE-DE-BRETAGNE,35030,Commune simple,693,02,2,35,53,200070662
COMMUNE_0000000009739475,Hénon,HENON,22079,Commune simple,2320,13,4,22,53,200069391
COMMUNE_0000000009740659,Mouazé,MOUAZE,35197,Commune simple,1745,01,3,35,53,243500667
COMMUNE_0000000009739443,Lanrigan,LANRIGAN,35148,Commune simple,152,06,4,35,53,243500733
COMMUNE_0000000009741732,Domagné,DOMAGNE,35096,Commune simple,2431,05,1,35,53,200039022
COMMUNE_0000000009742026,Brielles,BRIELLES,35042,Commune simple,665,10,1,35,53,200039022
COMMUNE_0000000009738127,Gurunhuel,GURUNHUEL,22072,Commune simple,404,03,2,22,53,200067981
COMMUNE_0000000009737654,La Richardais,LA RICHARDAIS,35241,Commune simple,2534,26,4,35,53,243500725
COMMUNE_0000000009741756,La Grée-Saint-Laurent,LA GREE-SAINT-LAURENT,56068,Commune simple,312,13,2,56,53,200066777
COMMUNE_0000000009737665,Erquy,ERQUY,22054,Commune simple,3909,17,4,22,53,200069391
COMMUNE_0000000009740702,Langonnet,LANGONNET,56100,Commune simple,1771,02,2,56,53,245614417
COMMUNE_0000000009741042,Pacé,PACE,35210,Commune simple,11918,23,3,35,53,243500139
